video_id,trending_date,title,channelTitle,view_count,country_name
0xSFPome3Tc,2021-07-14,[CHOREOGRAPHY] BTS (방탄소년단) 'Permission to Dance' Dance Practice,BANGTANTV,1232686925,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
j_azcqt-tuM,2021-07-15,BTS: Permission to Dance (TV Debut) | The Tonight Show Starring Jimmy Fallon,The Tonight Show Starring Jimmy Fallon,901250833,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
_y9vYoBfVAY,2021-08-07,Join the BTS #PermissiontoDance Challenge only on YouTube #Shorts,YouTube,2009966116,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
DWR4OJavJ3o,2021-08-16,TXT (투모로우바이투게더) 'LO$ER=LO♡ER' Official Teaser,HYBE LABELS,219306692,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
c9RzZpV460k,2021-08-17,Red Velvet 레드벨벳 'Queendom' MV,SMTOWN,2557584986,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
JzODRUBBXpc,2021-08-18,TXT (투모로우바이투게더) 'LO$ER=LO♡ER' Official MV,HYBE LABELS,975291782,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
EaswWiwMVs8,2021-08-24,Stray Kids 소리꾼 M/V,JYP Entertainment,2317491643,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
gCszAvYz1Go,2021-08-28,LISA - FIRST SINGLE ALBUM LALISA VISUAL TEASER #1,BLACKPINK,368154959,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
ymaIzkXY8nQ,2021-08-28,BTS (방탄소년단) 'Butter (feat. Megan Thee Stallion)' Official Visualizer,HYBE LABELS,978334188,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
TBJVvyMBDdk,2021-09-03,BTS (방탄소년단) ‘Study with BTS’,BANGTANTV,442815659,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
08MCd75frA8,2021-09-08,LISA - 'LALISA' M/V TEASER,BLACKPINK,1280778729,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
IkeZX2hnoOk,2021-09-10,BTS (방탄소년단) 'Butter (feat. Megan Thee Stallion)' Special Performance Video,BANGTANTV,1374841387,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
qIQ3xNqkVC4,2021-09-10,Marvel's Spider-Man 2 - PlayStation Showcase 2021: Reveal Trailer | PS5,PlayStation,589531840,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
awkkyBH2zEo,2021-09-11,LISA - 'LALISA' M/V,BLACKPINK,10537911028,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
rZYxzen9uEA,2021-09-12,LISA: LALISA (TV Debut) | The Tonight Show Starring Jimmy Fallon,The Tonight Show Starring Jimmy Fallon,1036535364,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
XKfgdkcIUxw,2021-09-16,Introducing iPhone 13 Pro | Apple,Apple,860980146,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
1oYWnbTSang,2021-09-18,NCT 127 엔시티 127 'Sticker' MV,SMTOWN,3000460006,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
dNCWe_6HAM8,2021-09-24,LISA - 'MONEY' EXCLUSIVE PERFORMANCE VIDEO,BLACKPINK,2500084837,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
MjCZfZfucEc,2021-09-25,ITZY “LOCO” M/V,JYP Entertainment,2157853970,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
bZYPI4mYwhw,2021-09-25,Coldplay X BTS - My Universe (Official Lyric Video),Coldplay,1857226923,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
YnwoRxbU9Jc,2021-09-27,Coldplay and BTS Share New Song My Universe | Global Citizen Live,Global Citizen,121143887,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
THpDRLWaL-I,2021-09-28,Coldplay X BTS - My Universe (Official Acoustic Version),Coldplay,114827648,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
3YqPKLZF_WU,2021-10-01,Coldplay X BTS - My Universe (Official Video),Coldplay,2864056758,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
f5_wn8mexmM,2021-10-02,TWICE The Feels M/V,JYP Entertainment,3470392156,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
WPdWvnAAurg,2021-10-06,aespa 에스파 'Savage' MV,SMTOWN,4717639610,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
6IRsW_TkyVA,2021-10-13,ENHYPEN (엔하이픈) 'Tamed-Dashed' Official MV,HYBE LABELS,719901828,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
cC9aarA1Mhg,2021-10-16,BTS (방탄소년단) PERMISSION TO DANCE ON STAGE Official Teaser | We’re just getting started,HYBE LABELS,284139870,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
exM1uajp--A,2021-10-19,Apple Event — October 18,Apple,378286214,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
tJXPfNDVF4I,2021-10-23,"DJ Snake, Ozuna, Megan Thee Stallion, LISA of BLACKPINK - SG (Official Music Video)",DJSnakeVEVO,2378658173,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
rqVPhi0oTVU,2021-10-25,BLACKPINK Performs Stay | Dear Earth,BLACKPINK,333118567,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
Dgh2y5C_Xf0,2021-10-28,Clash Royale: The Champions Have Arrived! (Official Launch Trailer!),Clash Royale,263768395,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
vPwaXytZcgI,2021-11-13,TWICE “SCIENTIST” M/V,JYP Entertainment,3131055940,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
PTfPWxjgjoM,2021-11-23,BTS Accepts the 2021 American Music Award for Artist of the Year - The American Music Awards,ABC,162048906,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
9L3aw9PfDpw,2021-11-23,Coldplay X BTS - My Universe (Live at the AMAs),Coldplay,420133365,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
WI-0sKDT4iI,2021-11-25,BTS: Permission to Dance,The Late Late Show with James Corden,275323515,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
9MhwHkKW5UU,2021-12-12,"Brawl Stars: Brawl Talk - 2 NEW BRAWLERS, BRAWLIDAYS, AND MORE!",Brawl Stars,661250931,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
4oJ7gAdaU5A,2022-02-27,"Brawl Stars: Brawl Talk - Flying Brawler, Game Modes, and MORE!",Brawl Stars,134112326,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
4oJ7gAdaU5A,2022-03-01,"Brawl Stars: Brawl Talk - Flying Brawler, Game Modes, and MORE!",Brawl Stars,625771829,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
OvioeS1ZZ7o,2022-03-19,Stray Kids MANIAC M/V,JYP Entertainment,2892031347,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
R9At2ICm4LQ,2022-03-22,Red Velvet 레드벨벳 'Feel My Rhythm' MV,SMTOWN,1091755482,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
bTtNV6hgDno,2022-04-16,SEVENTEEN (세븐틴) 'Darl+ing' Official MV,HYBE LABELS,1110098484,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
S1xtMmidG2Y,2022-04-18,BTS (방탄소년단) We Are Bulletproof,BANGTANTV,311432815,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
HbkBVxU5K5A,2022-04-24,BTS (방탄소년단) 'Butter' @ The 64th GRAMMY Awards,BANGTANTV,356170219,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
z2JmKR_STSw,2022-04-24,"Brawl Stars: Brawl Talk - 2 Brawlers, Bot Drop Game Mode, Sprays, and MORE!",Brawl Stars,555339045,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
mkH7rVb6V68,2022-04-28,Introducing CLAN CAPITAL! Clash of Clans Developer Update,Clash of Clans,118155287,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
OHUsPiXfcfM,2022-04-29,[SPECIAL CLIP] BTS (방탄소년단) ‘Chicken Noodle Soup’ @ BTS 2021 MUSTER SOWOOZOO,BANGTANTV,84712633,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
osa7x8qUVec,2022-04-29,PSY - 'That That (prod. & feat. SUGA of BTS)' MV Teaser 3,officialpsy,174520162,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
8dJyRm2jJ-U,2022-04-30,PSY - 'That That (prod. & feat. SUGA of BTS)' MV,officialpsy,355127234,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
8dJyRm2jJ-U,2022-05-01,PSY - 'That That (prod. & feat. SUGA of BTS)' MV,officialpsy,7627614400,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
4vbDFu0PUew,2022-05-03,LE SSERAFIM FEARLESS OFFICIAL M/V,HYBE LABELS,3124652169,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
jeVqPpWlPxg,2022-05-05,BTS (방탄소년단) ‘Proof’ Logo Trailer,BANGTANTV,508661201,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
Os_6c5j6YiQ,2022-05-10,TXT (투모로우바이투게더) 'Good Boy Gone Bad' Official MV,HYBE LABELS,1364953784,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
OXHCt8Ym9gw,2022-06-08,BTS (방탄소년단) 'Yet To Come (The Most Beautiful Moment)' Official Teaser,HYBE LABELS,1374750726,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
QhRM-X9kqFs,2022-06-10,BTS (방탄소년단) 'Yet To Come' Pre-release Listening Party,BANGTANTV,280438472,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
kXpOEzNZ8hQ,2022-06-10,BTS (방탄소년단) 'Yet To Come (The Most Beautiful Moment)' Official MV,HYBE LABELS,7209712725,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
_yTP_L8fC-k,2022-06-13,My You by Jung Kook #2022BTSFESTA,BANGTANTV,493943022,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
7nQB6dfzS5k,2022-06-23,NAYEON POP! M/V Teaser 2,JYP Entertainment,266347322,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
a7GITgqwDVg,2022-06-25,Charlie Puth - Left And Right (feat. Jung Kook of BTS) [Official Video],Charlie Puth,2172331162,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
f6YDKF0LVWw,2022-06-25,NAYEON POP! M/V,JYP Entertainment,1904646505,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
z2ZjutyxmjA,2022-06-25,aespa 에스파 'Life's Too Short (English Ver.)' MV,SMTOWN,1312573039,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
DY6bzDVN7Og,2022-06-26,"Brawl Stars: Brawl Talk - New Brawler, Remodel, and lots of improvements!",Brawl Stars,358911915,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
pKdBFeewZYE,2022-07-02,j-hope 'MORE' Official MV,HYBE LABELS,2789356979,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
dYRITmpFbJ4,2022-07-10,aespa 에스파 'Girls' MV,SMTOWN,4469531335,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
Hbb5GPxXF1w,2022-07-16,ITZY “SNEAKERS” M/V @ITZY,JYP Entertainment,4176302783,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
o3V-GvvzjE4,2022-07-21,FIFA 23 Reveal Trailer | The World’s Game,EA SPORTS FIFA,227976376,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
7WyHtSlvHD4,2022-07-30,BLACKPINK X PUBG MOBILE - ‘Ready For Love’ M/V,BLACKPINK,529630786,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
nxs0RHpT_Hg,2022-08-01,BLACKPINK - 'BORN PINK' ANNOUNCEMENT TRAILER,BLACKPINK,1143747805,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
7WyHtSlvHD4,2022-08-01,BLACKPINK X PUBG MOBILE - ‘Ready For Love’ M/V,BLACKPINK,2252982688,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
vpVBRTXpJeI,2022-08-12,BLACKPINK - 'Pink Venom' JISOO Concept Teaser,BLACKPINK,519889043,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
UTCC8k6KwnQ,2022-08-17,BLACKPINK - ‘Pink Venom’ M/V TEASER,BLACKPINK,1609651788,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
gQlMMD8auMs,2022-08-19,BLACKPINK - ‘Pink Venom’ M/V,BLACKPINK,16284731980,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
k6jqx9kZgPM,2022-08-27,TWICE Talk that Talk M/V,JYP Entertainment,1773728686,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
5dD-Mkfuxlk,2022-08-30,BLACKPINK Performs Pink Venom | 2022 VMAs,MTV,354270685,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
ux6zXguiqxM,2022-09-08,Apple Event — September 7,Apple,2318479722,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
FRilMXZqNhA,2022-09-16,NCT 127 엔시티 127 '질주 (2 Baddies)' MV,SMTOWN,4300226995,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
POe9SOEKotk,2022-09-16,BLACKPINK - ‘Shut Down’ M/V,BLACKPINK,9568137711,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
jYSlpC6Ud2A,2022-10-08,Stray Kids CASE 143 M/V,JYP Entertainment,2872968529,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
Vz508O9NNTg,2022-10-12,[MV] 마마무 (MAMAMOO) - ILLELLA (일낼라),MAMAMOO,1040439695,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
pyf8cbqyfPs,2022-10-17,LE SSERAFIM (르세라핌) 'ANTIFRAGILE' OFFICIAL M/V,HYBE LABELS,2238235895,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
LJD49PgX3AM,2022-10-27,진 (Jin) 'The Astronaut' Official Teaser,HYBE LABELS,197477850,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
c6ASQOwKkhk,2022-10-29,진 (Jin) 'The Astronaut' Official MV,HYBE LABELS,800650991,"BR, CA, DE, FR, GB, IN, JP, KR, MX, RU, US"
